contenu,commentaire,tome,chapitre,scene,locuteur,characters,english,english_com
"— Abracadabra ! dit Harry d’une voix féroce. Hic, hoc, trousse-mousse et bave de
crapaud…<br>— MAMAAAAAN ! hurla Dudley en se précipitant vers la maison d’un pas titubant. MAMAAAAAN ! Il fait tu sais quoi !",,2,1,0,"Harry Potter, Dudley Dursley","Harry Potter, Dudley Dursley, Pétunia Dursley","“Jiggery pokery!” said Harry in a fierce voice. “Hocus pocus — squiggly wiggly —”<br>“MUUUUUUM!” howled Dudley, tripping over his feet as he dashed back toward the house. “MUUUUM! He’s doing you know what!”",
"— Qui êtes-vous ?<br>— Dobby, Monsieur. Dobby, rien de plus. Dobby l’elfe de maison, répondit la créature.<br>— Ah, vraiment ? dit Harry. Excusez-moi, je ne voudrais pas vous paraître discourtois, mais je ne crois pas que le moment soit bien choisi pour recevoir un elfe de maison dans ma chambre.",,2,2,0,"Harry Potter, Dobby","Harry Potter, Dobby","“Who are you?”<br>“Dobby, sir. Just Dobby. Dobby the house-elf,” said the creature.<br>“Oh — really?” said Harry. “Er — I don’t want to be rude or
anything, but — this isn’t a great time for me to have a house-elf in my bedroom.”",
"— Oh, non, Monsieur, non… Dobby va devoir se punir très sévèrement pour être venu vous voir, Monsieur. Dobby devra se pincer les oreilles dans la porte du four pour avoir fait une chose pareille. S’ils l’apprenaient, Monsieur…",,2,2,0,Dobby,"Dobby, Harry Potter, Lucius Malefoy, Narcissa Malefoy","“Oh, no, sir, no... Dobby will have to punish himself most grievously for coming to see you, sir. Dobby will have to shut his ears in the oven door for this. If they ever knew, sir —”",
"— Et moi qui pensais que c’était un triste sort d’avoir à passer encore quatre semaines ici, dit-il. A côté, les Dursley ont presque l’air humain. ",Harry à Dobby,2,2,0,Harry Potter,"Harry Potter, Dobby, Vernon Dursley, Pétunia Dursley, Dudley Dursley","“And I thought I had it bad staying here for another four weeks,” he said. “This makes the Dursleys sound almost human.”",Harry to Dobby
"— Tu peux m’expliquer ce que tu es en train de fabriquer ? dit l’oncle Vernon sans desserrer les dents, son horrible visage tout près de celui de Harry. Tu viens de gâcher la chute de ma blague sur le golfeur japonais… Encore un bruit et je te ferai regretter d’être venu au monde, mon garçon !",Vernon à Harry,2,2,0,Vernon Dursley,"Vernon Dursley, Harry Potter","“What — the — devil — are — you — doing?” said Uncle Vernon through ritted teeth, his face horribly close to Harry’s. “You’ve just ruined the punch line of my Japanese golfer joke... One more sound and you’ll wish you’d never been born, boy!”",Vernon to Harry
"— Vous avez vu comment c’est, ici ? dit-il. Vous comprenez pourquoi il faut que je retourne à Poudlard ? C’est le seul endroit où j’ai… enfin, où je crois avoir des amis.<br>— Des amis qui n’écrivent même pas à Harry Potter ? dit Dobby d’un ton sournois.<br>— J’imagine qu’ils ont dû… mais au fait… dit Harry en fronçant les sourcils. Comment savez-vous que mes amis ne m’ont pas écrit ?",,2,2,0,"Harry Potter, Dobby","Harry Potter, Dobby, Hermione Granger, Ron Weasley","“See what it’s like here?” he said. “See why I’ve got to go back to Hogwarts? It’s the only place I’ve got — well, I think I’ve got friends.”<br>“Friends who don’t even write to Harry Potter?” said Dobby slyly.<br>“I expect they’ve just been — wait a minute,” said Harry, frowning. “How do you know my friends haven’t been writing to me?”",
"— Tu sais très bien qu’on n’a pas le droit de faire de magie en dehors de l’école… [Ron]<br>
— Ça te va bien de dire ça, répliqua Harry en montrant la voiture volante",,2,3,0,"Ron Weasley, Harry Potter","Ron Weasley, Harry Potter","“You know we’re not supposed to do spells outside school —” [Ron]<br>
“You should talk,” said Harry, staring at the floating car.",
"A côté de Drago Malefoy, Dudley Dursley était un modèle de gentillesse, de sensibilité et de prévenance !",,2,3,0,Narrateur,"Drago Malefoy, Dudley Dursley","Malfoy made Dudley Dursley look like a kind, thoughtful, and sensitive boy.",
"— Percy est très bizarre depuis le début des vacances, dit George en fronçant les sourcils. Il envoie beaucoup de courrier et il reste presque tout le temps enfermé dans sa chambre…
Mais on ne peut quand même pas passer toutes ses journées à astiquer son insigne de préfet… ",,2,3,0,George Weasley,"George Weasley, Percy Weasley","“Percy’s been acting very oddly this summer,” said George, frowning. “And he has been sending a lot of letters and spending a load of time shut up in his room... I mean, there’s only so many times you can polish a prefect badge...",
"— Papa adore tout ce que fabriquent les Moldus. Il a un garage plein de ces machins-là. Il les démonte, leur fait subir un tas de sortilèges et les remonte. S’il devait faire une perquisition dans sa propre maison, il serait obligé de se mettre lui-même en prison. Ça rend
ma mère folle de rage.",Fred à Harry,2,3,0,Fred Weasley,"Fred Weasley, Arthur Weasley, Molly Weasley","Fred laughed. “Yeah, Dad’s crazy about everything to do with Muggles; our shed’s full of Muggle stuff. He takes it apart, puts spells on it, and puts it back together again. If he raided our house he’d have to put himself under arrest. It drives Mum mad.”",
"Mrs Weasley traversa la cour à grands pas, provoquant la panique parmi les poulets. La
petite femme replète au visage bienveillant semblait s’être brusquement transformée en une
tigresse redoutable.<br>
— Aïe ! dit Fred.<br>
— Hou, là, là, dit George.",,2,3,0,"Fred Weasley, George Weasley","Fred Weasley, George Weasley, Molly Weasley","Mrs. Weasley was marching across the yard, scattering chickens, and for a short, plump, kind-faced woman, it was remarkable how much she looked like a saber-toothed tiger.<br>“Ah,” said Fred.<br>“Oh, dear,” said George.",
"Au même moment, une petite silhouette aux cheveux roux, vêtue d’une chemise de nuit,
apparut dans la cuisine, poussa un cri et ressortit en courant.<br>— C’est Ginny, dit Ron à voix basse en se tournant vers Harry. Ma sœur. Elle a passé l’été à nous parler de toi.<br>— Elle veut ton autographe, Harry, dit Fred avec un sourire.",,2,3,0,"Ron Weasley, Fred Weasley","Ron Weasley, Fred Weasley, Ginny Weasley, Harry Potter","At that moment there was a diversion in the form of a small, redheaded figure in a long nightdress, who appeared in the kitchen, gave a small squeal, and ran out again.<br>“Ginny,” said Ron in an undertone to Harry. “My sister. She’s been talking about you all summer.”<br>“Yeah, she’ll be wanting your autograph, Harry,” Fred said with a grin.",
"Il leva le gnome au-dessus de sa tête (« Fishmoilapaix ! ») et le fit tourner comme un lasso. En voyant l’expression choquée de Harry, Ron expliqua :<br>
— Ça ne leur fait pas mal. Simplement, il faut leur donner le tournis pour qu’ils ne
retrouvent plus le chemin de leurs trous à gnomes.",,2,3,0,Ron Weasley,"Ron Weasley, Harry Potter","He raised the gnome above his head (“Gerroff me!”) and started to swing it in great circles like a lasso. Seeing the shocked look on Harry’s face, Ron added, “It doesn’t hurt them — you’ve just got to make them really dizzy so they can’t find their way back to the gnomeholes.”",
"La foule des gnomes qui avaient atterri dans le champ s’éloignait en désordre, le dos
rond, la démarche incertaine.<br>— Ils reviendront, dit Ron en les regardant disparaître dans la haie, à l’autre bout du
champ. Ils adorent venir ici… Papa est trop gentil avec eux, il les trouve drôles.",,2,3,0,Ron Weasley,"Ron Weasley, Arthur Weasley","“They’ll be back,” said Ron as they watched the gnomes disappear into the hedge on the other side of the field. “They love it here... Dad’s too soft with them; he thinks they’re funny...”",
"— Tes fils sont allés chercher Harry chez lui dans cette voiture volante ! s’exclama Mrs
Weasley. Alors, qu’est-ce que tu dis de ça ?<br>— Vraiment, vous l’avez fait voler ? dit Mr Weasley, très intéressé. Et elle a bien marché ? Je… je veux dire… balbutia-t-il en voyant les yeux de sa femme lancer des éclairs, c’est… c’est très mal, les enfants… Vraiment très mal…",,2,3,0,"Molly Weasley, Arthur Weasley","Molly Weasley, Arthur Weasley, Ron Weasley, Fred Weasley, George Weasley, Harry Potter","“Your sons flew that car to Harry’s house and back last night!” shouted Mrs. Weasley. “What have you got to say about that, eh?”<br>“Did you really?” said Mr. Weasley eagerly. “Did it go all right? I — I mean,” he faltered as sparks flew from Mrs. Weasley’s eyes, “that — that was very wrong, boys — very wrong indeed...”",
HARRY<br>J'adore la magie !,Harry en découvrant l'intérieur de la tente à la Coupe du Monde de Quidditch,14,1,0,Harry Potter,Harry Potter,HARRY<br>I love magic.,Harry discovering inside the tent at the Quidditch World Cup
"LUCIUS<br>
Ne te vente pas Drago. Avec ces gens ce n'est pas la peine. 
<br><i>(à Harry)</i> Amuse toi bien, veux-tu. Pendant que tu le peux.",Lucius à son fils Drago puis à Harry,14,1,0,Lucius Malefoy,"Lucius Malefoy, Drago Malefoy, Harry Potter","LUCIUS<br>
Don't boast Draco. There's no need with
these people.
<br><i>(to Harry)</i> Do enjoy yourself won't
you. While you can.",Lucius to Draco then to Harry
"RON<br>
Y'en a pas deux comme Krum ! On dirait un oiseau à sa façon de voler ! C'est plus qu'un athlète, c'est un artiste !
<br><br>
Les JUMEAUX<br>
Krum ! Krum !
<br><br>
GINNY<br>
Je crois que t'es amoureux, Ron !
<br><br>
LES JUMEAUX<br>
(en chantant) Viktor, je t'amie ! Oui, je t'adore !
<br><br>
<i>Harry se joint à eux.</i>
<br><br>
LES GARÇONS<br>
Quand tu es loin, je t'aime plus fort !
<br><br>
FRED<br>
La fierté des irlandais, qu'est ce que ça fait comme bruit !
<br><br>
ARTHUR<br>
Arrêtez ça ! C'est pas les irlandais. Il faut partir d'ici tout de suite !",,14,1,0,"Ron Weasley, Fred Weasley, George Weasley, Ginny Weasley, Harry Potter, Arthur Weasley","Ron Weasley, Fred Weasley, George Weasley, Ginny Weasley, Harry Potter, Arthur Weasley, Viktor Krum","RON<br>
There's no one like Krum. He's like
a bird the way he rides the wind. He's
more than an athlete, he's an artist.
<br><br><i>
The twins are bumbling about in a comical way muttering 'KRUMMMM'.</i>
<br><br>
GINNY<br>
Think you're in love Ron?
<br><br>
TWINS<br>
(Singing) Viktor I love you! Viktor
I do!
<br><br><i>
Harry joins in.</i>
<br><br>
BOYS<br>
When we're apart my heart beats only
for youuu!
<br><br>
FRED<br>
Sounds like the irish have got their
pride on.
<br><br>
ARTHUR<br>
Stop! Stop it. It's not the irish. We've
gotta get out of here. Now.",
"SEAMUS<br>
Qu'est ce qu'il boit à votre avis ?
<br><br>
Harry<br>
J'en sais rien mais c'est surement pas du jus de citrouille !",A propos de Maugrey Fol-Œil,14,1,0,"Seamus Finnigan, Harry Potter","Seamus Finnigan, Harry Potter, Alastor Maugrey, Bartemius Croupton Jr.","SEAMUS<br>
What's that he's drinking do you suppose?
<br><br>
HARRY<br>
I don't know but I don't think it's
Pumpkin Juice.",About Mad-Eye Moody
"FOL-ŒIL<br>
D'après le Ministère, vous êtes trop jeune pour voir ce que font ces sorts. Je n'suis pas d'accord ! Il faut que vous sachiez ce qui vous attend ! Il faut que vous soyez préparé ! Il faut que vous trouviez un endroit pour votre chewing-gum autre que le dessous de votre table, M. Finnigan !
<br><br>
SEAMUS<br>
C'est pas vrai... Ce vieux bougre peut voir derrière son dos !
<br><br>
FOL-ŒIL<br>
Et entendre à l'autre bout de la classe !",,14,1,0,"Alastor Maugrey, Bartemius Croupton Jr., Seamus Finnigan","Alastor Maugrey, Bartemius Croupton Jr., Seamus Finnigan","MAD-EYE<br>Now the ministry says you're too young to see what these curses do. I say different! You need to know what you're up against, you need to be prepared, you need to find somewhere else to put your chewing gum other than the underside of your desk Mr Finnigan!<br><br>SEAMUS<br>Aw no way, the old codger can see out the back of his head.<br><br>MAD-EYE<br>And hear across classrooms !",
"FOL-ŒIL<br>
Le sortilège de la mort. On ne connait qu'un être qui y ait survécu et il est ici même ! <i>(se tournant vers Harry)</i>",,14,1,0,"Alastor Maugrey, Bartemius Croupton Jr.","Alastor Maugrey, Bartemius Croupton Jr., Harry Potter",MAD-EYE<br>The killing curse. Only one person is known to have survived it. And he's sitting in this room.<br><br><i>He approaches Harry's desk</i>,
"MC GONAGALL<br>
Potter est un garçon, pas un morceau de viande !",,14,1,0,Minerva McGonagall,"Minerva McGonagall, Harry Potter","MC GONAGALL<br>Potter is a boy not a piece of meat.
",
"HARRY<br>
C'est un placard à balai !
<br><br>
RITA<br>
Tu devrais t'y sentir chez toi alors !",,14,1,0,"Harry Potter, Rita Skeeter","Harry Potter, Rita Skeeter",HARRY<br>It's a broomcupboard.<br><br>RITA<br>You should feel right at home then. Don't mind if I use the quill do you?,
"HERMIONE<br>
Dean a appris par Parvati que... Ne m'oblige pas à le redire. Hagrid te cherche.
<br><br>
HARRY<br>
Eh bien, tu peux dire à Ronald...
<br><br>
HERMIONE<br>
Je ne suis pas un hibou !",,14,1,0,"Hermione Granger, Harry Potter","Hermione Granger, Harry Potter, Dean Thomas, Parvati Patil, Rubeus Hagrid, Ron Weasley","HERMIONE<br>Dean was told by Parvati that... Please don't ask me say it again. Hagrid's looking for you.<br><br>HARRY<br>Well you can tell Ronald...<br><br>HERMIONE<br>I'm NOT an owl!
",
"MC GONAGALL<br>
Professeur Maugrey, qu'est ce que vous faîtes ?
<br><br>
FOL ŒIL<br>
J'enseigne !
<br><br>
MC GONAGALL<br>
Est-ce que... Est-ce que... Est-ce que c'est un élève ?
<br><br>
FOL ŒIL<br>
En principe, c'est un fouine !",A propos de Malefoy,14,1,0,"Alastor Maugrey, Bartemius Croupton Jr., Minerva McGonagall","Alastor Maugrey, Bartemius Croupton Jr., Minerva McGonagall, Drago Malefoy",MC GONAGALL<br>Professor Moody what are you doing?<br><br>MAD-EYE<br>Teaching.<br><br>MC GONAGALL<br>Is that a student?<br><br>MAD-EYE<br>Technically it's a ferret.,About Malfoy
"Harry avait commencé à se servir lorsque le professeur Quirrell entra dans la salle en courant, le turban de travers, le visage déformé par la terreur. Tout le monde le regarda se précipiter sur le professeur Dumbledore, s'effondrer à moitié sur la table et balbutier, hors d'haleine :<br>
— Un troll... dans les cachots... je voulais vous prévenir...<br>
Puis il tomba évanoui sur le sol.",,1,10,0,Quirinus Quirrell,"Quirinus Quirrell, Harry Potter, Albus Dumbledore","Harry was just helping himself to a baked potato when Professor Quirrell came sprinting into the hall, his turban askew and terror on his face. Everyone stared as he reached Professor Dumbledore's chair, slumped against the table, and gasped, ""Troll -- in the dungeons -- thought you ought to know.""<br>He then sank to the floor in a dead faint.",
"Ron sortit sa propre baguette magique, sans très bien savoir ce qu'il allait en faire. A tout hasard, il prononça la formule qu'ils avaient apprise au cours du professeur Flitwick :<br>
— Wingardium Leviosa !<br>
Aussitôt, la massue s'arracha toute seule de la main du troll, s'éleva très haut dans les airs, se retourna lentement et s'abattit avec un craquement sinistre sur la tête de son propriétaire. La créature vacilla, puis tomba en avant, face contre terre, avec un bruit sourd qui fit trembler toute la pièce.",,1,10,0,Ron Weasley,"Ron Weasley, Filius Flitwick, Hermione Granger, Harry Potter","Ron pulled out his own wand -- not knowing what he was going to do he heard himself cry the first spell that came into his head: ""Wingardium Leviosa!""<br>The club flew suddenly out of the troll's hand, rose high, high up into the air, turned slowly over -- and dropped, with a sickening crack, onto its owner's head. The troll swayed on the spot and then fell flat on its face, with a thud that made the whole room tremble.",
"— Personne plus que moi n’aurait souhaité que le travail soit fait proprement et que ma tête soit tranchée net. Cela m’aurait épargné beaucoup de souffrance et de ridicule. Et pourtant…<br>Nick Quasi-Sans-Tête secoua sa lettre pour la déplier et lut d’un ton furieux :<br><i>Nous ne pouvons accepter dans notre club que des membres dont la tête a été complètement séparée du corps. Vous comprendrez bien que, dans le cas contraire, il nous serait impossible de participer à des activités telles que le lancer de tête à cheval, ou la course sans tête. J’ai donc le très profond regret de vous informer que vous ne remplissez pas les
conditions requises pour être admis dans notre club. Nous vous prions d’agréer, etc… et c’est signé : Sir Patrick Delaney-Podmore.</i>",,2,8,0,Sir Nicholas de Mimsy-Porpington,"Sir Nicholas de Mimsy-Porpington, Sir Patrick Delaney-Podmore","“I mean, nobody wishes more than I do that it had all been quick and clean, and my head had come off properly, I mean, it would have saved me a great deal of pain and ridicule. However —”<br> Nearly Headless Nick shook his letter open and read furiously:<br><i>“ ‘We can only accept huntsmen whose heads have parted company with their bodies. You will appreciate that it would be impossible otherwise for members to
participate in hunt activities such as Horseback Head- Juggling and Head Polo. It is with the greatest regret, therefore, that I must inform you that you do not fulfill our requirements. With very best wishes, Sir Patrick Delaney-Podmore.’ ”</i>",
"— Allons-y… marmonna-t-il d’un air furieux, remplissons le formulaire… Nom : Harry
Potter. Crime…<br>— N’exagérons rien, ce n’était qu’un peu de boue, coupa Harry.<br>— Pour vous, ce n’est qu’un peu de boue, mon garçon, mais pour moi, c’est une heure de plus passée à récurer vos saletés ! s’exclama Rusard. Nous disions donc, crime : souillure du
château… Châtiment proposé…",,2,8,0,"Argus Rusard, Harry Potter","Argus Rusard, Harry Potter","“Name... Harry Potter. Crime...”<br>“It was only a bit of mud!” said Harry. “It’s only a bit of mud to you, boy, but to me it’s an extra hour scrubbing!” shouted Filch, a drip shivering unpleasantly at the end of his bulbous nose. “Crime... befouling the castle... suggested
sentence...”",
"— Le jour d’Halloween sera le cinq centième anniversaire de ma mort, dit Nick Quasi-Sans-Tête en se rengorgeant.<br>— Ah, dit Harry qui ne savait pas s’il devait avoir l’air joyeux ou désolé.",,2,8,0,"Sir Nicholas de Mimsy-Porpington, Harry Potter","Sir Nicholas de Mimsy-Porpington, Harry Potter","“Well, this Halloween will be my five hundredth deathday,” said Nearly Headless Nick, drawing himself up and looking dignified.<br>“Oh,” said Harry, not sure whether he should look sorry or happy about this. “Right.”",
"— Un anniversaire de mort ? dit Hermione avec enthousiasme. Il ne doit pas y avoir beaucoup de vivants qui peuvent se vanter d’avoir assisté à ce genre de fête. Ça va être passionnant !<br>— Fêter l’anniversaire de sa mort, quelle idée ! bougonna Ron qui était en train de faire ses devoirs. Je ne vois pas ce que ça a de réjouissant !",,2,8,0,"Hermione Granger, Ron Weasley","Hermione Granger, Ron Weasley, Sir Nicholas de Mimsy-Porpington","“A deathday party?” said Hermione keenly when Harry joined her and Ron in the common room. “I bet there aren’t many living people who can say they’ve been to one of those — it’ll be fascinating!”<br>“Why would anyone want to celebrate the day they died?” said Ron, who was halfway through his Potions homework and grumpy. “Sounds dead depressing to me...”",
"— Fais attention de ne traverser personne, dit Ron d’une voix inquiète.",Ron à Harry à l'anniversaire de mort de Nick-Quasi-Sans-Tête,2,8,0,Ron Weasley,"Ron Weasley, Harry Potter, Sir Nicholas de Mimsy-Porpington","“Careful not to walk through anyone,” said Ron nervously",Ron to Harry at the Nick's deathday
"— Ce n’est pas la peine de me mentir, sanglota Mimi qui se mit à pleurer à chaudes larmes tandis que Peeves pouffait de rire derrière elle. Tu crois que je ne sais pas ce que les gens disent de moi dans mon dos ? Le grosse Mimi ! Mimi la moche ! Mimi geignarde, Mimi
râleuse, Mimi minable !<br>— Tu as oublié « boutonneuse », lui souffla Peeves à l’oreille.",,2,8,0,"Mimi Geignarde, Peeves","Mimi Geignarde, Peeves, Hermione Granger","“Don’t lie to me,” Myrtle gasped, tears now flooding down her face, while Peeves chuckled happily over her shoulder. “D’you think I don’t know what people call me behind my back? Fat Myrtle! Ugly Myrtle! Miserable, moaning, moping Myrtle!”<br>“You’ve forgotten pimply,” Peeves hissed in her ear.",
— Nick ! rugit-il. Comment vas-tu ? Ta tête tient toujours ?,Sir Patrick Delaney-Podmore,2,8,0,Sir Patrick Delaney-Podmore,"Sir Nicholas de Mimsy-Porpington, Sir Patrick Delaney-Podmore",“Nick!” he roared. “How are you? Head still hanging in there?”,Sir Patrick Delaney-Podmore
"De l’autre côté du cachot, une longue table était recouverte de velours noir. Ils s’en
approchèrent d’un air gourmand mais se figèrent soudain sur place avec une grimace
horrifiée. L’odeur qui se dégageait du buffet était parfaitement répugnante. De gros poissons
pourris s’étalaient sur des plats d’argent, entre des amoncellements de gâteaux brûlés comme
du charbon. Il y avait aussi un énorme hachis grouillant de vers et un morceau de fromage
couvert de moisissure verdâtre. Au milieu de la table, à la place d’honneur, se dressait un
gigantesque gâteau en forme de pierre tombale sur lequel était écrit en lettres noires :<br><br><center><i>
Sir Nicholas de Mimsy-Porpington<br>
mort le 31 octobre 1492</i></center><br>
— Il vaudrait mieux qu’on ne reste pas trop près, dit Ron. J’ai mal au coeur.",,2,8,0,Ron Weasley,"Ron Weasley, Sir Nicholas de Mimsy-Porpington","On the other side of the dungeon was a long table, also covered in black velvet. They approached it eagerly but next moment had stopped in their tracks, horrified. The smell was quite disgusting. Large, rotten fish were laid on handsome silver platters; cakes, burned charcoal-black, were heaped on salvers; there was a great maggoty haggis, a slab of cheese covered in furry green mold and, in pride of place, an enormous gray cake in the shape of a tombstone, with tar-like icing forming the words,<br><br><i><center>Sir Nicholas de Mimsy-Porpington<br>died 31st October, 1492</i></center><br><br>“Can we move? I feel sick,” said Ron.",
"— Regardez ! s’écria-t-elle. [Hermione]<br>
Quelque chose brillait sur le mur, en face d’eux. Ils s’approchèrent lentement, scrutant la pénombre. Tracée en grosses lettres entre deux fenêtres, une inscription scintillait dans la lueur des torches qui éclairaient le passage :<br><br><i><center> LA CHAMBRE DES SECRETS A ÉTÉ OUVERTE.<br>
ENNEMIS DE L’HÉRITIER, PRENEZ GARDE.<br><br></i></center>— Qu’est-ce que c’est que ça, là, en dessous ? dit Ron d’une voix tremblante. Lorsqu’ils s’approchèrent un peu plus, Harry faillit tomber en glissant dans une flaque d’eau, mais Ron et Hermione le rattrapèrent de justesse. Ils se penchèrent alors sur une forme noire qui se dessinait sous le message et tous trois firent aussitôt un bond en arrière, les pieds en plein dans la flaque.<br>Miss Teigne, la chatte du concierge, était pendue par la queue à une torchère. Elle était raide comme une planche, les yeux grands ouverts.",,2,8,0,"Hermione Granger, Ron Weasley","Hermione Granger, Ron Weasley, Harry Potter, Miss Teigne","“Look!”<br>Something was shining on the wall ahead. They approached slowly, squinting through the darkness. Foot-high words had been daubed on the wall between two windows, shimmering in the light cast by the flaming torches.<br><br><i><center>THE CHAMBER OF SECRETS HAS BEEN<br>OPENED. ENEMIES OF THE HEIR, BEWARE.<br><br></i></center>“What’s that thing — hanging underneath?” said Ron, a slight quiver in his voice.<br> As they edged nearer, Harry almost slipped — there was a large puddle of water on the floor; Ron and Hermione grabbed him, and
they inched toward the message, eyes fixed on a dark shadow beneath it. All three of them realized what it was at once, and leapt backward with a splash.<br> Mrs. Norris, the caretaker’s cat, was hanging by her tail from the torch bracket. She was stiff as a board, her eyes wide and staring.",
"— Ennemis de l’héritier, prenez garde ! Bientôt, ce sera le tour des Sang-de-Bourbe !",Drago Malefoy,2,8,0,Drago Malefoy,Drago Malefoy,"“Enemies of the Heir, beware! You’ll be next, Mudbloods!”",Draco Malfoy
"Argus Rusard se fraya un chemin dans la foule des élèves.
Lorsqu’il vit Miss Teigne, il recula, horrifié, en se couvrant le visage de ses mains.<br>
— Ma chatte ! Ma chatte ! Qu’est-ce qui est arrivé à ma chatte ? hurla-t-il.<br>
Ses yeux exorbités se posèrent alors sur Harry.<br>
— Vous ! cria-t-il d’une voix stridente. C’est vous qui avez assassiné ma chatte ! Vous
l’avez tuée ! Et maintenant, c’est moi qui vais vous tuer ! Je vais…",,2,9,0,Argus Rusard,"Argus Rusard, Miss Teigne, Harry Potter","Argus Filch
came shouldering his way through the crowd. Then he saw Mrs.
Norris and fell back, clutching his face in horror.<br>
“My cat! My cat! What’s happened to Mrs. Norris?” he shrieked.
And his popping eyes fell on Harry.<br>
“You!” he screeched. “You! You’ve murdered my cat! You’ve killed
her! I’ll kill you! I’ll —”",
"— Elle n’est pas morte, Argus, dit-il d’une voix douce.<br>— Pas morte ? s’étrangla Rusard en regardant Miss Teigne à travers ses doigts écartés. Mais comment se fait-il qu’elle soit toute raide ?<br>— Elle a été pétrifiée, dit Dumbledore.<br>— C’est bien ce que je pensais, commenta Lockhart.",,2,9,0,"Argus Rusard, Albus Dumbledore, Gilderoy Lockhart","Argus Rusard, Albus Dumbledore, Gilderoy Lockhart, Miss Teigne","“She’s not dead, Argus,” he said softly.<br>Lockhart stopped abruptly in the middle of counting the number of murders he had prevented.<br>“Not dead?” choked Filch, looking through his fingers at Mrs. Norris. “But why’s she all — all stiff and frozen?”<br>“She has been Petrified,” said Dumbledore (“Ah! I thought so!” said Lockhart).",
"— Si je peux me permettre, Monsieur le Directeur, intervint Rogue…<br>
Harry se sentit de plus en plus inquiet : rien de ce que dirait Rogue ne pourrait servir sa
défense !<br>
— Je crois que Potter et ses amis se sont simplement trouvés au mauvais endroit au
mauvais moment, dit-il d’un air narquois, comme s’il doutait de ses propres paroles. Mais il
est vrai qu’il y a de quoi nourrir des soupçons. Que faisaient-ils dans ce couloir à cette heure-là
? Pourquoi n’assistaient-ils pas au festin d’Halloween avec leurs camarades ?",,2,9,0,Severus Rogue,"Severus Rogue, Harry Potter, Hermione Granger, Ron Weasley","“If I might speak, Headmaster,” said Snape from the shadows, and Harry’s sense of foreboding increased; he was sure nothing Snape had to say was going to do him any good.<br>“Potter and his friends may have simply been in the wrong place at the wrong time,” he said, a slight sneer curling his mouth as though he doubted it. “But we do have a set of suspicious circumstances here. Why was he in the upstairs corridor at all? Why wasn’t he at the Halloween feast?”",
"— Monsieur le Directeur, il me semble bien que Potter ne dit pas toute la vérité, reprit-il.
Peut-être ne serait-il pas inutile de le priver de certains privilèges jusqu’à ce qu’il se décide à
nous raconter ce qui s’est véritablement passé. Personnellement, je pense qu’il ne devrait
plus avoir le droit de jouer dans l’équipe de Quidditch de Gryffondor jusqu’à ce qu’il consente
à dire la vérité.<br>
— Je ne vois vraiment pas pourquoi il faudrait empêcher ce garçon de jouer au Quidditch,
Severus, dit sèchement le professeur McGonagall. Cette chatte n’a pas été assommée à coups
de manche à balai. Et il n’y a aucune preuve que Potter ait fait quelque chose de
répréhensible.",,2,9,0,"Severus Rogue, Minerva McGonagall","Severus Rogue, Minerva McGonagall","“I suggest, Headmaster, that Potter is not being entirely truthful,” he said. “It might be a good idea if he were deprived of certain privileges until he is ready to tell us the whole story. I personally feel he should be taken off the Gryffindor Quidditch team until he is ready to be honest.”<br> “Really, Severus,” said Professor McGonagall sharply, “I see no reason to stop the boy playing Quidditch. This cat wasn’t hit over the head with a broomstick. There is no evidence at all that Potter has done anything wrong.”",
"— Innocent tant qu’on n’a pas prouvé sa culpabilité, Severus",Dumbledore à Rogue à propos de Harry,2,9,0,Albus Dumbledore,"Albus Dumbledore, Severus Rogue, Harry Potter","“Innocent until proven guilty, Severus”",Dumbledore to Rogue about Harry
"— Elle a dit qui avait fait ça ? demanda Dumbledore.<br>
— Oh, oui, Monsieur le Chef des professeurs, répondit Peeves avec l'expression de quelqu'un qui s'apprête à jeter une grosse bombe. Il est devenu fou furieux quand elle a refusé de le laisser entrer.<br>
Peeves fit une cabriole et sourit à Dumbledore en le regardant entre ses propres jambes. Puis, après un instant de silence, il ajouta :<br>
— Quel sale caractère il a, ce Sirius Black !",,3,8,0,"Peeves, Albus Dumbledore","Peeves, Albus Dumbledore, La Grosse Dame, Sirius Black",,
"DUMBLEDORE<br>Laissons-le nager dans l'océan le plus profond ou planer au-dessus des nuages les plus hauts. Quand nous rêvons, nous entrons dans un monde qui n'appartient qu'à nous.","Dumbledore à Rogue dans la Grande Salle, à propos d'Harry Potter",13,1,0,Albus Dumbledore,"Albus Dumbledore, Severus Rogue, Harry Potter",,
"— C’est un peu petit, dit précipitamment Ron. Pas comme la chambre que tu avais chez
les Moldus. Et je suis juste sous le grenier où habite la goule. Elle n’arrête pas de taper sur les tuyaux et de grogner…<br>Mais Harry eut un large sourire.<br>— C’est la plus belle maison que j’aie jamais vue, dit-il. Les oreilles de Ron prirent alors une couleur rosé vif.",,2,3,0,"Ron Weasley, Harry Potter","Ron Weasley, Harry Potter","“It’s a bit small,” said Ron quickly. “Not like that room you had
with the Muggles. And I’m right underneath the ghoul in the attic;
he’s always banging on the pipes and groaning...”<br>
But Harry, grinning widely, said, “This is the best house I’ve ever
been in.”<br>
Ron’s ears went pink.",
